hshd_id,shabit,net_spend_amt,prod_desc,year,month,day
3436338845,Premium Loyal,3.99,HMK CARD BRTHDAY,2017,4,30
3421682301,Valuable,6.99,HMK CARD BRTHDAY,2017,5,4
3774879233,Valuable,2.99,HMK CARD EVRYDAY,2017,5,31
3652529599,Premium Loyal,4.99,HMK CARD EVRYDAY,2017,3,6
3720293979,Premium Loyal,4.99,HMK CARD EVRYDAY,2017,5,3
3513020803,Valuable,5.99,HMK CARD EVRYDAY,2017,5,18
3537408213,Premium Loyal,5.95,HMK CARD GENERAL,2017,5,23
3774395605,Valuable,3.99,HMK CARD SYMPTHY,2017,4,1
3774395605,Valuable,3.99,HMK CARD SYMPTHY,2017,4,8
3553244825,Premium Loyal,4.99,HMK CARD SYMPTHY,2017,3,31
3814162901,Premium Loyal,1.99,HMK CARD SYMPTHY,2017,5,7
3802837621,Potential,3.99,HMK CARD SYMPTHY,2017,3,11
3817385581,Valuable,3.99,HMK CARD SYMPTHY,2017,3,20
3799448379,Premium Loyal,3.99,HMK CARD SYMPTHY,2017,4,29
3677252421,Valuable,2.99,HMK CARD SYMPTHY,2017,5,1
3816743575,Premium Loyal,3.99,HMK CARD SYMPTHY,2017,3,5
3480420519,Premium Loyal,3.99,HMK CARD SYMPTHY,2017,4,23
3479479923,Premium Loyal,3.99,HMK CARD SYMPTHY,2017,5,2
3484051081,Premium Loyal,4.99,HMK CARD SYMPTHY,2017,4,19
3421997785,Premium Loyal,4.99,HMK CARD SYMPTHY,2017,5,12
3430066933,Potential,4.99,HMK CARD SYMPTHY,2017,5,11
3430066933,Potential,4.99,HMK CARD SYMPTHY,2017,5,16
4987262359,Valuable,4.95,HMK CARD WEDDING,2017,3,4
3429739429,Potential,1.99,HMK CARD WEDDING,2017,5,9
3474191097,Valuable,5.95,HMK CARD WEDDING,2017,5,30
9469431291,Uncommitted,6.98,HMK CARD WEDDING,2017,4,30
3437634633,Premium Loyal,2.99,HMK CARD WEDDING,2017,4,9
3442550189,Premium Loyal,2.99,HMK CARD WEDDING,2017,5,23
3614421691,Premium Loyal,1,HMK STKR BUNNIES,2017,4,9
3662608693,Premium Loyal,2.29,MIDS PIZZA SAUCE,2017,4,11
3380394851,Valuable,4.58,MIDS PIZZA SAUCE,2017,4,27
3556424641,Premium Loyal,3.99,MZTA PIZZA SAUCE,2017,5,25
6138074695,Valuable,3.59,PRSL BASIL PESTO,2017,4,10
3774753923,Uncommitted,3.59,PRSL BASIL PESTO,2017,4,13
3768824631,Potential,3.89,PRSL BASIL PESTO,2017,3,3
3511449695,Valuable,3.39,PRSL BASIL PESTO,2017,3,25
9036429697,Uncommitted,3.39,PRSL BASIL PESTO,2017,4,9
3511449695,Valuable,3.39,PRSL BASIL PESTO,2017,4,11
3522685203,Valuable,3.39,PRSL BASIL PESTO,2017,4,25
3406282157,Premium Loyal,3.39,PRSL BASIL PESTO,2017,5,9
8388079695,Valuable,4.99,PRSL BASIL PESTO,2017,4,9
3438349953,Premium Loyal,3.59,PRSL BASIL PESTO,2017,3,20
3438349953,Premium Loyal,3.59,PRSL BASIL PESTO,2017,3,30
3568152527,Valuable,3.89,PRSL BASIL PESTO,2017,3,19
3568152527,Valuable,3.89,PRSL BASIL PESTO,2017,4,25
3401195983,Uncommitted,2.5,PRSL VODKA SAUCE,2017,5,3
3820535205,Premium Loyal,2.5,PRSL VODKA SAUCE,2017,5,21
5009833121,Uncommitted,2.49,PRSL VODKA SAUCE,2017,3,18
3580600263,Premium Loyal,5,PRSL VODKA SAUCE,2017,5,20
3580600263,Premium Loyal,2.5,PRSL VODKA SAUCE,2017,4,30
3775212007,Uncommitted,3.79,RECYCLED ED CARD,2017,3,3
3775212007,Uncommitted,3.79,RECYCLED ED CARD,2017,3,3
4857747787,Potential,3.79,RECYCLED ED CARD,2017,3,16
3809336807,Valuable,3.79,RECYCLED ED CARD,2017,4,4
3774340805,Valuable,3.79,RECYCLED ED CARD,2017,4,26
3776493683,Premium Loyal,3.79,RECYCLED ED CARD,2017,4,27
3774836075,Valuable,3.79,RECYCLED ED CARD,2017,5,14
3774836075,Valuable,3.79,RECYCLED ED CARD,2017,5,20
3763726725,Potential,3.79,RECYCLED ED CARD,2017,5,23
3770978303,Uncommitted,3.79,RECYCLED ED CARD,2017,5,26
3577704703,Potential,3.79,RECYCLED ED CARD,2017,3,1
3469927553,Potential,3.79,RECYCLED ED CARD,2017,3,17
3469927553,Potential,3.79,RECYCLED ED CARD,2017,3,17
3472037537,Premium Loyal,3.79,RECYCLED ED CARD,2017,3,18
3472037537,Premium Loyal,3.79,RECYCLED ED CARD,2017,3,18
3475409825,Premium Loyal,3.79,RECYCLED ED CARD,2017,3,23
3511518359,Uncommitted,3.79,RECYCLED ED CARD,2017,3,27
3471383461,Uncommitted,3.79,RECYCLED ED CARD,2017,4,18
3468818111,Premium Loyal,3.79,RECYCLED ED CARD,2017,4,28
3474140877,Valuable,3.79,RECYCLED ED CARD,2017,5,27
3511518359,Uncommitted,3.99,RECYCLED ED CARD,2017,3,27
8379499031,Premium Loyal,3.39,AG EVERYDAY CARDS,2017,5,12
5003500873,Potential,4.99,AG EVERYDAY CARDS,2017,5,2
3488585915,Premium Loyal,4.99,AG EVERYDAY CARDS,2017,5,19
3641068605,Valuable,5.69,AG EVERYDAY CARDS,2017,4,18
5002941917,Potential,5.69,AG EVERYDAY CARDS,2017,5,9
3692487427,Potential,5.69,AG EVERYDAY CARDS,2017,5,27
3534836301,Potential,5.99,AG EVERYDAY CARDS,2017,3,17
3604180445,Premium Loyal,5.99,AG EVERYDAY CARDS,2017,4,11
3467383329,Premium Loyal,6.99,AG MOTHERS DAY CD,2017,5,3
3477415325,Potential,7.99,AG MOTHERS DAY CD,2017,5,13
3470794787,Premium Loyal,3.49,AM GR EASTER CARD,2017,3,27
3473474671,Premium Loyal,2.99,BIRTHDAY CARD-JUV,2017,3,4
3575589649,Premium Loyal,2.99,BIRTHDAY CARD-JUV,2017,5,13
5002987567,Uncommitted,0.89,CARDS A G  EASTER,2017,4,14
5002987567,Uncommitted,0.89,CARDS A G  EASTER,2017,4,14
3515541867,Uncommitted,0.99,CARDS A G  EASTER,2017,4,10
3473998695,Valuable,0.99,CARDS A G  EASTER,2017,4,15
5002987567,Uncommitted,1.78,CARDS A G  EASTER,2017,4,14
3470847273,Uncommitted,1.99,CARDS A G  EASTER,2017,3,17
3474387305,Premium Loyal,1.99,CARDS A G  EASTER,2017,3,19
3470794787,Premium Loyal,1.99,CARDS A G  EASTER,2017,3,27
3473998695,Valuable,1.99,CARDS A G  EASTER,2017,4,15
3473884241,Potential,1.99,CARDS A G  EASTER,2017,4,16
5002987567,Uncommitted,2.42,CARDS A G  EASTER,2017,4,14
3646744305,Premium Loyal,2.69,CARDS A G  EASTER,2017,4,14
3475794219,Premium Loyal,2.69,CARDS A G  EASTER,2017,4,15
3470847273,Uncommitted,2.99,CARDS A G  EASTER,2017,3,17
